No,Nama_Program,IPTA,Kod_Program,Tahun,Merit,Is_Feeder,Is_STEM,Bumiputera_Sahaja,Pakej_Min,Peringkat_Pengajian,Mod_Pengajian,Tempoh_Pengajian,Bidang_NEC,Bertemu_Duga,Joint_Degree,Catatan,Req_BM,Req_BI,Req_Sejarah,Req_Math,Req_AddMath,Req_Fizik,Req_Kimia,Req_Bio,Req_Sains,Req_PI,Req_BahasaArab,Pilihan_1_Gred,Pilihan_1_Bil,Pilihan_1_Subjek,Pilihan_2_Gred,Pilihan_2_Bil,Pilihan_2_Subjek,Pilihan_3_Gred,Pilihan_3_Bil,Pilihan_3_Subjek,Pilihan_4_Gred,Pilihan_4_Bil,Pilihan_4_Subjek,Pilihan_5_Gred,Pilihan_5_Bil,Pilihan_5_Subjek,Pilihan_6_Gred,Pilihan_6_Bil,Pilihan_6_Subjek,Pilihan_7_Gred,Pilihan_7_Bil,Pilihan_7_Subjek,Pilihan_8_Gred,Pilihan_8_Bil,Pilihan_8_Subjek,Lain_Gred,Lain_Bil,Has_ATAU,ATAU_JSON,Syarat_Am,Syarat_Khas
11,ASASI KEJURURAWATAN,Universiti Islam Antarabangsa Malaysia,UY0000004,2026,84.01,Ya,Ya,Ya,"STEM A, B atau C",Asasi/ Matrikulasi/ Foundation,Konvensional,01 Tahun,"0913 Kejururawatan, Perbidanan Dan Pembantu Perubatan",Tidak,Tidak,Tidak Berkenaan,C,B,C,,,,,,,,,B,1,Pendidikan Islam|Pendidikan Al-quran Dan Al-sunnah|Pendidikan Syari'ah Islamiah|Usul Al-din|Al-syariah|Hifz Al Quran|Maharat Al Quran|Turath Al-quran Dan Al-sunnah|Turath Dirasat Islamiah|Manahij Al-'ulum Al-islamiah,B,1,Matematik|Matematik Tambahan,C,1,Kimia|Fizik|Biologi,A,1,Sains,B,1,Sains Tambahan,,,,,,,,,,C,2,Ya,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. EMPAT (4) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred B dalam SATU (1) mata pelajaran berikut : • Pendidikan Islam / Pendidikan Al-quran Dan Al-sunnah / Pendidikan Syari'ah Islamiah / Usul Al-din / Al-syariah / Hifz Al Quran / Maharat Al Quran / Turath Al-quran Dan Al-sunnah / Turath Dirasat Islamiah / Manahij Al-'ulum Al-islamiah Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred B dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Kimia / Fizik / Biologi ATAU Mendapat sekurang-kurangnya Gred A dalam SATU (1) mata pelajaran berikut : • Sains ATAU Mendapat sekurang-kurangnya Gred B dalam SATU (1) mata pelajaran berikut : • Sains Tambahan Mendapat sekurang-kurangnya Gred C dalam mana-mana DUA (2) mata pelajaran yang belum diambil kira Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
12,ASASI KEJURUTERAAN,Universiti Teknologi Mara,UE0520001,2026,86.64,Tidak,Ya,Ya,STEM A atau B,Asasi/ Matrikulasi/ Foundation,Konvensional,02 Semester,0011 Program Dan Kelayakan Asas,Tidak,Tidak,Tidak Berkenaan,,B,,,,,,,,,,A-,1,Fizik|Matematik Tambahan|Kimia|Matematik,B,3,Fizik|Matematik Tambahan|Kimia|Matematik,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. EMPAT (4) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred A- dalam SATU (1) mata pelajaran DAN Gred B dalam TIGA (3) mata pelajaran berikut : • Fizik / Matematik Tambahan / Kimia / Matematik Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
13,ASASI KEJURUTERAAN,Universiti Islam Antarabangsa Malaysia,UY0520001,2026,85.99,Ya,Ya,Ya,STEM A,Asasi/ Matrikulasi/ Foundation,Konvensional,01 Tahun,0710 Kejuruteraan Dan Tred Kejuruteraan Tidak Dijelaskan Dengan Lebih Lanjut,Tidak,Tidak,Tidak Berkenaan,C,B,C,B,,,,,,,,B,1,Pendidikan Islam|Pendidikan Al-quran Dan Al-sunnah|Pendidikan Syari'ah Islamiah|Usul Al-din|Al-syariah|Hifz Al Quran|Maharat Al Quran|Turath Al-quran Dan Al-sunnah|Turath Dirasat Islamiah|Manahij Al-'ulum Al-islamiah,C,3,Matematik Tambahan|Kimia|Fizik,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. EMPAT (4) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred B dalam SATU (1) mata pelajaran berikut : • Pendidikan Islam / Pendidikan Al-quran Dan Al-sunnah / Pendidikan Syari'ah Islamiah / Usul Al-din / Al-syariah / Hifz Al Quran / Maharat Al Quran / Turath Al-quran Dan Al-sunnah / Turath Dirasat Islamiah / Manahij Al-'ulum Al-islamiah Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam TIGA (3) mata pelajaran berikut : • Matematik Tambahan • Kimia • Fizik Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
14,ASASI KEJURUTERAAN & TEKNOLOGI - UNIVERSITI MALAYSIA PAHANG AL-SULTAN ABDULLAH,"Mara, Bahagian Pendidikan Tinggi",OM0520001,2026,96.84,Ya,Ya,Ya,"STEM A, B atau C",Asasi/ Matrikulasi/ Foundation,Konvensional,01 Tahun,0710 Kejuruteraan Dan Tred Kejuruteraan Tidak Dijelaskan Dengan Lebih Lanjut,Tidak,Tidak,Tidak Berkenaan,A-,B,E,A-,B,,,,,,,B,1,Fizik|Kimia,,,,,,,,,,,,,,,,,,,,,,B,2,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. EMPAT (4) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred A- dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred A- dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Matematik Tambahan. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred B dalam SATU (1) mata pelajaran berikut : • Fizik / Kimia Mendapat sekurang-kurangnya Gred B dalam mana-mana DUA (2) mata pelajaran yang belum diambil kira Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
15,ASASI KEJURUTERAAN & TEKNOLOGI - UNIVERSITI TEKNOLOGI MALAYSIA,"Mara, Bahagian Pendidikan Tinggi",OM0520002,2026,98.5,Ya,Ya,Ya,"STEM A, B atau C",Asasi/ Matrikulasi/ Foundation,Konvensional,01 Tahun,0710 Kejuruteraan Dan Tred Kejuruteraan Tidak Dijelaskan Dengan Lebih Lanjut,Tidak,Tidak,Tidak Berkenaan,A-,B,E,A-,B,,,,,,,B,1,Fizik|Kimia,,,,,,,,,,,,,,,,,,,,,,B,2,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. EMPAT (4) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred A- dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred A- dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Matematik Tambahan. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred B dalam SATU (1) mata pelajaran berikut : • Fizik / Kimia Mendapat sekurang-kurangnya Gred B dalam mana-mana DUA (2) mata pelajaran yang belum diambil kira Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
16,ASASI KEJURUTERAAN DAN TEKNOLOGI,Universiti Pertahanan Nasional Malaysia,UZ0520001,2026,83.19,Ya,Ya,Tidak,"STEM A, B atau C",Asasi/ Matrikulasi/ Foundation,Konvensional,02 Semester,0710 Kejuruteraan Dan Tred Kejuruteraan Tidak Dijelaskan Dengan Lebih Lanjut,Tidak,Tidak,Syarat-syarat lain yang ditetapkan oleh Senat dari semasa ke semasa.,B,C,,,,,,,,,,B,1,Matematik Tambahan|Matematik,B,1,Sains|Sains Komputer|Fizik,,,,,,,,,,,,,,,,,,,B,1,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. EMPAT (4) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred B dalam SATU (1) mata pelajaran berikut : • Matematik Tambahan / Matematik Mendapat sekurang-kurangnya Gred B dalam SATU (1) mata pelajaran berikut : • Sains / Sains Komputer / Fizik Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred B dalam mana-mana SATU (1) mata pelajaran yang belum diambil kira Taraf Perkahwinan : Bujang
17,ASASI PENGAJIAN ISLAM,Universiti Malaya,UM0221002,2026,90.55,Ya,Tidak,Tidak,Semua Pakej,Asasi/ Matrikulasi/ Foundation,Konvensional,02 Semester,0221 Agama Dan Teologi,Tidak,Tidak,Tidak Berkenaan,,C,,,,,,,,,,B,1,Bahasa Arab|Bahasa Arab Tinggi|Turath Bahasa Arab|Al-lughah Al-arabiah Al-mu'asirah,B,1,Pendidikan Islam|Turath Dirasat Islamiah|Pendidikan Al-quran Dan Al-sunnah|Al-syariah|Turath Al-quran Dan Al-sunnah|Maharat Al Quran|Pendidikan Syari'ah Islamiah|Hifz Al Quran|Usul Al-din|Tasawwur Islam|Manahij Al-'ulum Al-islamiah|Al-adab Wa Al-balaghah,B,3,Fizik|Kimia|Biologi|Matematik Tambahan|Pertanian|Sains Komputer|Geografi|Matematik|Sains Tambahan|Asas Kelestarian|Sains Rumah Tangga|Prinsip Perakaunan|Ekonomi|Perniagaan|Kesusasteraan Melayu Komunikatif|Kesusasteraan Inggeris|Pengajian Keusahawanan,B,2,Pendidikan Islam|Turath Dirasat Islamiah|Pendidikan Al-quran Dan Al-sunnah|Al-syariah|Turath Al-quran Dan Al-sunnah|Maharat Al Quran|Pendidikan Syari'ah Islamiah|Hifz Al Quran|Usul Al-din|Tasawwur Islam|Manahij Al-'ulum Al-islamiah|Al-adab Wa Al-balaghah,B,2,Sains|Sains Tambahan|Kesusasteraan Melayu Komunikatif|Geografi|Matematik|Sains Komputer|Pengajian Keusahawanan|Pertanian|Perniagaan|Ekonomi|Prinsip Perakaunan|Kesusasteraan Inggeris|Asas Kelestarian|Sains Rumah Tangga,,,,,,,,,,,,Ya,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. EMPAT (4) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred B dalam SATU (1) mata pelajaran berikut : • Bahasa Arab / Bahasa Arab Tinggi / Turath Bahasa Arab / Al-lughah Al-arabiah Al-mu'asirah Mendapat sekurang-kurangnya Gred B dalam SATU (1) mata pelajaran berikut : • Pendidikan Islam / Turath Dirasat Islamiah • Pendidikan Al-quran Dan Al-sunnah / Al-syariah / Turath Al-quran Dan Al-sunnah / Maharat Al Quran • Pendidikan Syari'ah Islamiah / Hifz Al Quran / Usul Al-din • Tasawwur Islam • Manahij Al-'ulum Al-islamiah • Al-adab Wa Al-balaghah Mendapat sekurang-kurangnya Gred B dalam TIGA (3) mata pelajaran berikut : • Fizik • Kimia • Biologi • Matematik Tambahan • Pertanian • Sains Komputer • Geografi • Matematik • Sains Tambahan / Asas Kelestarian / Sains Rumah Tangga • Prinsip Perakaunan / Ekonomi / Perniagaan / Kesusasteraan Melayu Komunikatif / Kesusasteraan Inggeris / Pengajian Keusahawanan ATAU Mendapat sekurang-kurangnya Gred B dalam DUA (2) mata pelajaran berikut : • Pendidikan Islam / Turath Dirasat Islamiah • Pendidikan Al-quran Dan Al-sunnah / Al-syariah / Turath Al-quran Dan Al-sunnah / Maharat Al Quran • Pendidikan Syari'ah Islamiah / Hifz Al Quran / Usul Al-din • Tasawwur Islam • Manahij Al-'ulum Al-islamiah • Al-adab Wa Al-balaghah Mendapat sekurang-kurangnya Gred B dalam DUA (2) mata pelajaran berikut : • Sains / Sains Tambahan • Kesusasteraan Melayu Komunikatif • Geografi • Matematik • Sains Komputer • Pengajian Keusahawanan • Pertanian • Perniagaan • Ekonomi • Prinsip Perakaunan • Kesusasteraan Inggeris • Asas Kelestarian • Sains Rumah Tangga
18,ASASI PENGAJIAN ISLAM DAN SAINS,Universiti Malaya,UM0221001,2026,86.44,Ya,Tidak,Tidak,Semua Pakej,Asasi/ Matrikulasi/ Foundation,Konvensional,02 Semester,0221 Agama Dan Teologi,Tidak,Tidak,Tidak Berkenaan,,,,,,,,,,,,B,4,Bahasa Arab|Bahasa Arab Tinggi|Turath Bahasa Arab|Al-lughah Al-arabiah Al-mu'asirah|Bahasa Inggeris|Matematik|Matematik Tambahan,B,1,Turath Dirasat Islamiah|Pendidikan Islam|Maharat Al Quran|Pendidikan Al-quran Dan Al-sunnah|Al-syariah|Turath Al-quran Dan Al-sunnah|Usul Al-din|Pendidikan Syari'ah Islamiah|Hifz Al Quran|Tasawwur Islam|Manahij Al-'ulum Al-islamiah|Al-adab Wa Al-balaghah,B,3,Fizik|Kimia|Biologi|Pertanian|Sains Komputer|Lukisan Kejuruteraan|Asas Kelestarian|Grafik Komunikasi Teknikal|Sains Rumah Tangga|Prinsip Perakaunan|Ekonomi|Perniagaan|Geografi|Kesusasteraan Melayu Komunikatif|Kesusasteraan Inggeris|Pengajian Keusahawanan,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. EMPAT (4) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred B dalam EMPAT (4) mata pelajaran berikut : • Bahasa Arab / Bahasa Arab Tinggi / Turath Bahasa Arab / Al-lughah Al-arabiah Al-mu'asirah • Bahasa Inggeris • Matematik • Matematik Tambahan Mendapat sekurang-kurangnya Gred B dalam SATU (1) mata pelajaran berikut : • Turath Dirasat Islamiah / Pendidikan Islam • Maharat Al Quran / Pendidikan Al-quran Dan Al-sunnah / Al-syariah / Turath Al-quran Dan Al-sunnah • Usul Al-din / Pendidikan Syari'ah Islamiah / Hifz Al Quran • Tasawwur Islam • Manahij Al-'ulum Al-islamiah • Al-adab Wa Al-balaghah Mendapat sekurang-kurangnya Gred B dalam TIGA (3) mata pelajaran berikut : • Fizik • Kimia • Biologi • Pertanian / Sains Komputer / Lukisan Kejuruteraan / Asas Kelestarian / Grafik Komunikasi Teknikal / Sains Rumah Tangga • Prinsip Perakaunan / Ekonomi / Perniagaan / Geografi / Kesusasteraan Melayu Komunikatif / Kesusasteraan Inggeris / Pengajian Keusahawanan
19,ASASI PENGKOMPUTERAN,Universiti Malaysia Sarawak,UW0010003,2026,83.74,Ya,Tidak,Ya,Semua Pakej,Asasi/ Matrikulasi/ Foundation,Konvensional,02 Semester,0011 Program Dan Kelayakan Asas,Tidak,Tidak,Tidak Berkenaan,,,,,,,,,,,,C,3,Matematik|Bahasa Inggeris|Sains|Sains Komputer|Sains Tambahan|Fizik|Biologi|Kimia|Pengajian Kejuruteraan Mekanikal|Pengajian Kejuruteraan Awam|Pengajian Kejuruteraan Elektrik & Elektronik|Reka Bentuk Grafik|Produksi Multimedia|Grafik Komunikasi Teknikal|Reka Cipta|Sinografi|Seni Halus 3d,,,,,,,,,,,,,,,,,,,,,,C,1,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. EMPAT (4) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred C dalam TIGA (3) mata pelajaran berikut : • Matematik • Bahasa Inggeris • Sains / Sains Komputer / Sains Tambahan / Fizik / Biologi / Kimia / Pengajian Kejuruteraan Mekanikal / Pengajian Kejuruteraan Awam / Pengajian Kejuruteraan Elektrik & Elektronik / Reka Bentuk Grafik / Produksi Multimedia / Grafik Komunikasi Teknikal / Reka Cipta / Sinografi / Seni Halus 3d Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran yang belum dikira tidak termasuk mata pelajaran berikut : • Bahasa Melayu • Sejarah Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
20,ASASI PENGURUSAN DAN STRATEGI,Universiti Pertahanan Nasional Malaysia,UZ0345001,2026,79.03,Ya,Tidak,Tidak,Semua Pakej,Asasi/ Matrikulasi/ Foundation,Konvensional,02 Semester,0414 Pengurusan Dan Pentadbiran,Tidak,Tidak,Syarat-syarat lain yang ditetapkan oleh Senat dari semasa ke semasa.,B,C,,,,,,,,,,B,1,Matematik Tambahan|Matematik,B,1,Geografi|Sejarah,,,,,,,,,,,,,,,,,,,B,1,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. EMPAT (4) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred B dalam SATU (1) mata pelajaran berikut : • Matematik Tambahan / Matematik Mendapat sekurang-kurangnya Gred B dalam SATU (1) mata pelajaran berikut : • Geografi / Sejarah Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred B dalam mana-mana SATU (1) mata pelajaran yang belum diambil kira Taraf Perkahwinan : Bujang
21,ASASI PERGIGIAN,Universiti Islam Antarabangsa Malaysia,UY0000019,2026,96.05,Ya,Ya,Ya,STEM A,Asasi/ Matrikulasi/ Foundation,Konvensional,01 Tahun,0911 Pengajian Pergigian,Tidak,Tidak,Tidak Berkenaan,C,B,C,B,B,B,B,B,,,,B,1,Pendidikan Islam|Pendidikan Al-quran Dan Al-sunnah|Pendidikan Syari'ah Islamiah|Usul Al-din|Al-syariah|Hifz Al Quran|Maharat Al Quran|Turath Al-quran Dan Al-sunnah|Turath Dirasat Islamiah|Manahij Al-'ulum Al-islamiah,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. EMPAT (4) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred B dalam SATU (1) mata pelajaran berikut : • Pendidikan Islam / Pendidikan Al-quran Dan Al-sunnah / Pendidikan Syari'ah Islamiah / Usul Al-din / Al-syariah / Hifz Al Quran / Maharat Al Quran / Turath Al-quran Dan Al-sunnah / Turath Dirasat Islamiah / Manahij Al-'ulum Al-islamiah Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Matematik Tambahan. Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Fizik. Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Kimia. Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Biologi. Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
22,ASASI PERUBATAN,Universiti Islam Antarabangsa Malaysia,UY0000018,2026,96.29,Ya,Ya,Ya,STEM A,Asasi/ Matrikulasi/ Foundation,Konvensional,01 Tahun,0912 Perubatan,Tidak,Tidak,Tidak Berkenaan,C,B,C,B,B,B,B,B,,,,B,1,Pendidikan Islam|Pendidikan Al-quran Dan Al-sunnah|Pendidikan Syari'ah Islamiah|Usul Al-din|Al-syariah|Hifz Al Quran|Maharat Al Quran|Turath Al-quran Dan Al-sunnah|Turath Dirasat Islamiah|Manahij Al-'ulum Al-islamiah,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. EMPAT (4) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred B dalam SATU (1) mata pelajaran berikut : • Pendidikan Islam / Pendidikan Al-quran Dan Al-sunnah / Pendidikan Syari'ah Islamiah / Usul Al-din / Al-syariah / Hifz Al Quran / Maharat Al Quran / Turath Al-quran Dan Al-sunnah / Turath Dirasat Islamiah / Manahij Al-'ulum Al-islamiah Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Matematik Tambahan. Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Fizik. Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Kimia. Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Biologi. Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
23,ASASI PERUBATAN,Universiti Pertahanan Nasional Malaysia,UZ0721001,2026,92.15,Ya,Ya,Tidak,STEM A,Asasi/ Matrikulasi/ Foundation,Konvensional,02 Semester,0912 Perubatan,Tidak,Tidak,Syarat-syarat lain yang ditetapkan oleh Senat dari semasa ke semasa.,,,,,,B,B,B,,,,B,1,Matematik Tambahan|Matematik,,,,,,,,,,,,,,,,,,,,,,B,1,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. EMPAT (4) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Fizik. Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Kimia. Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Biologi. Mendapat sekurang-kurangnya Gred B dalam SATU (1) mata pelajaran berikut : • Matematik Tambahan / Matematik Mendapat sekurang-kurangnya Gred B dalam mana-mana SATU (1) mata pelajaran yang belum diambil kira Taraf Perkahwinan : Bujang
24,ASASI PERUBATAN DAN SAINS KESIHATAN,Universiti Sultan Zainal Abidin,UD0010001,2026,90.98,Ya,Ya,Ya,Semua Pakej,Asasi/ Matrikulasi/ Foundation,Konvensional,02 Semester,0011 Program Dan Kelayakan Asas,Tidak,Tidak,Tidak Berkenaan,,C+,,,,,,,,,,B,5,Biologi|Kimia|Fizik|Matematik|Matematik Tambahan|Pendidikan Islam|Pendidikan Syari'ah Islamiah|Pendidikan Al-quran Dan Al-sunnah|Tasawwur Islam|Usul Al-din|Al-syariah|Manahij Al-'ulum Al-islamiah|Al-adab Wa Al-balaghah|Hifz Al Quran|Maharat Al Quran,,,,,,,,,,,,,,,,,,,,,,B,1,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. EMPAT (4) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred C+ dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred B dalam LIMA (5) mata pelajaran berikut : • Biologi • Kimia • Fizik • Matematik / Matematik Tambahan • Pendidikan Islam / Pendidikan Syari'ah Islamiah / Pendidikan Al-quran Dan Al-sunnah / Tasawwur Islam / Usul Al-din / Al-syariah / Manahij Al-'ulum Al-islamiah / Al-adab Wa Al-balaghah / Hifz Al Quran / Maharat Al Quran Mendapat sekurang-kurangnya Gred B dalam mana-mana SATU (1) mata pelajaran yang belum dikira tidak termasuk mata pelajaran berikut : • Bahasa Melayu Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
